0.25, 0.079, 0.071, 0.076, 0.131
0.50, 0.039, 0.049, 0.064, 0.090
0.75, 0.036, 0.039, 0.042, 0.058
1.00, 0.029, 0.025, 0.037, 0.050
2.00, 0.027, 0.015, 0.029, 0.042
3.00, 0.021, 0.014, 0.021, 0.033
4.00, 0.021, 0.014, 0.021, 0.033
5.00, 0.021, 0.014, 0.021, 0.033
